1,13,0.076923077
1,12,0.083333333
1,12,0.083333333
1,11,0.090909091
1,11,0.090909091
1,10,0.1
1,10,0.1
1,10,0.1
1,9,0.111111111
1,9,0.111111111
1,9,0.111111111
1,8,0.125
1,8,0.125
1,8,0.125
1,8,0.125
1,7,0.142857143
1,7,0.142857143
1,7,0.142857143
1,7,0.142857143
1,7,0.142857143
1,6,0.166666667
1,6,0.166666667
1,6,0.166666667
1,6,0.166666667
1,6,0.166666667
1,6,0.166666667
2,11,0.181818182
1,5,0.2
2,10,0.2
1,5,0.2
1,5,0.2
1,5,0.2
1,5,0.2
1,5,0.2
1,5,0.2
1,5,0.2
2,9,0.222222222
1,4,0.25
1,4,0.25
2,8,0.25
1,4,0.25
1,4,0.25
1,4,0.25
1,4,0.25
1,4,0.25
2,8,0.25
3,11,0.272727273
2,7,0.285714286
2,7,0.285714286
2,7,0.285714286
2,7,0.285714286
2,7,0.285714286
2,7,0.285714286
2,7,0.285714286
3,10,0.3
2,6,0.333333333
2,6,0.333333333
2,6,0.333333333
1,3,0.333333333
2,6,0.333333333
1,3,0.333333333
3,9,0.333333333
1,3,0.333333333
3,8,0.375
3,8,0.375
348,907,0.38368247
2,5,0.4
2,5,0.4
2,5,0.4
2,5,0.4
2,5,0.4
2,5,0.4
3,7,0.428571429
3,7,0.428571429
3,7,0.428571429
2,4,0.5
3,6,0.5
2,4,0.5
4,8,0.5
3,6,0.5
2,4,0.5
3,6,0.5
2,4,0.5
4,8,0.5
3,6,0.5
1,2,0.5
2,4,0.5
2,4,0.5
3,6,0.5
1,2,0.5
2,4,0.5
2,4,0.5
4,7,0.571428571
3,5,0.6
3,5,0.6
3,5,0.6
3,5,0.6
2,3,0.666666667
4,6,0.666666667
2,3,0.666666667
4,6,0.666666667
4,6,0.666666667
2,3,0.666666667
2,3,0.666666667
2,3,0.666666667
2,3,0.666666667
2,3,0.666666667
4,6,0.666666667
5,7,0.714285714
3,4,0.75
3,4,0.75
3,4,0.75
3,4,0.75
3,4,0.75
3,4,0.75
4,5,0.8
4,5,0.8
5,6,0.833333333
3,3,1
6,6,1
5,5,1
1,1,1
3,3,1
2,2,1
2,2,1
3,3,1
2,2,1
3,3,1
