Date,Open,High,Low,Close,Core CPI Y/Y,ISM,NFP,2yrUS_Ger,10yrUS_Ger
12/29/1989,96.52,96.65,92.51,93.16,4.4,47.4,96,,0.629
11/30/1989,98.24,99.06,96.13,96.32,4.4,46.8,277,,0.488
10/31/1989,98.67,101.31,97.49,98.13,4.3,46.8,111,,0.781
9/29/1989,102.47,104.19,98.06,98.41,4.3,46,250,,1.266
8/31/1989,97.49,102.46,96.76,102.19,4.4,45.1,49,,1.409
7/31/1989,101.27,101.27,97.29,97.5,4.6,45.9,40,,1.194
6/30/1989,103.22,106.56,100.66,102.14,4.5,47.3,116,,1.359
5/31/1989,98.04,104.28,97.89,102.91,4.6,49.3,118,,1.595
4/28/1989,98.07,98.07,96.11,97.72,4.6,52.2,173,,2.156
3/31/1989,95.56,98.53,95.56,98.22,4.7,51.5,193,,2.296
2/28/1989,96.68,97.17,94.39,94.91,4.8,54.1,258,,2.354
1/31/1989,92,96.84,91.77,96.75,4.6,54.7,262,,2.256
12/30/1988,90.5,93.66,90.04,92.53,4.7,56,290,,
11/30/1988,93.72,93.96,90.05,90.5,4.4,55.6,339,,
10/31/1988,97.68,97.68,92.82,93.67,4.5,55.4,268,,
9/30/1988,98.53,98.83,96.79,97.7,4.4,54.5,339,,
8/31/1988,97.47,99.61,96.86,98.44,4.4,56,124,,
7/29/1988,95.9,98.6,95.07,97.54,4.5,58.2,222,,
6/30/1988,90.84,96.09,90.49,95.4,4.5,59.3,363,,
5/31/1988,89.3,91.12,88.94,91.11,4.3,55.5,229,,
4/29/1988,88.13,90.12,87.87,89.14,4.3,55.8,245,,
3/31/1988,90.58,90.96,88.16,88.37,4.4,54.6,276,,
2/29/1988,90.86,92.04,90.3,90.49,4.3,56.2,453,,
1/29/1988,86,90.84,85.87,90.33,4.3,57.5,94,,
12/31/1987,89.3,90.88,85.33,85.4,4.2,61,294,,
11/30/1987,93.24,93.36,89.03,89.32,4.4,58.8,232,,
10/30/1987,98.64,98.81,93.26,93.7,4.3,60.7,492,,
9/30/1987,97.3,98.69,95.97,98.58,4.3,60,228,,
8/31/1987,99.77,101.74,96.95,97.41,4.2,59.3,171,,
7/31/1987,98.03,100.23,97.97,99.79,4,57.5,347,,
6/30/1987,98.48,99.08,96,98.25,4.1,57.4,172,,
5/29/1987,95.83,97.91,94.75,97.65,4.2,57.2,226,,
4/30/1987,97.7,98.44,95.25,96.09,4.2,55.5,338,,
3/31/1987,99.17,100.44,96.81,97.5,4,55,249,,
2/27/1987,99.31,101.21,97.87,99.22,3.8,52.6,232,,
,,,,,3.8,54.9,172,,
